T,12863,1300000000000142.000000,1300000000000145.000000,174,1425454218932496433,0,40000,3
T,12863,1300000000000144.000000,1300000000000145.000000,175,1425454218932496433,0,40000,3
N,12863,1300000000000146.000000,0,176,1425454219033480918,S,40000,7
N,12863,1300000000000147.000000,0,177,1425454219134209293,B,40000,1
T,12863,1300000000000147.000000,1300000000000145.000000,178,1425454219134209293,0,40000,1
N,12863,1300000000000148.000000,0,179,1425454219235087019,B,40000,7
T,12863,1300000000000148.000000,1300000000000146.000000,180,1425454219235087019,0,40000,7
N,12863,1300000000000149.000000,0,181,1425454219335982701,B,40000,10
M,12863,1300000000000149.000000,0,182,1425454219436897780,B,40000,5
X,12863,1300000000000149.000000,0,183,1425454219537646321,B,40000,5
N,12863,1300000000000190.000000,0,184,1425455119649645923,B,40000,8
N,12863,1300000000000191.000000,0,185,1425455119750334413,S,40000,5
T,12863,1300000000000190.000000,1300000000000191.000000,186,1425455119750334413,0,40000,5
N,12863,1300000000000192.000000,0,187,1425455119851305919,B,40000,3
N,12863,1300000000000193.000000,0,188,1425455119952033165,S,40000,7
T,12863,1300000000000190.000000,1300000000000193.000000,189,1425455119952033165,0,40000,3
T,12863,1300000000000192.000000,1300000000000193.000000,190,1425455119952033165,0,40000,3
N,12863,1300000000000194.000000,0,191,1425455120052978038,S,40000,7
N,12863,1300000000000195.000000,0,192,1425455120153547250,B,40000,1
T,12863,1300000000000195.000000,1300000000000193.000000,193,1425455120153547250,0,40000,1
N,12863,1300000000000196.000000,0,194,1425455120254714220,B,40000,7
T,12863,1300000000000196.000000,1300000000000194.000000,195,1425455120254714220,0,40000,7
N,12863,1300000000000197.000000,0,196,1425455120355646947,B,40000,10
M,12863,1300000000000197.000000,0,197,1425455120456309099,B,40000,5
X,12863,1300000000000197.000000,0,198,1425455120556892083,B,40000,5
N,12863,1300000000000292.000000,0,199,1425456020601795096,B,40000,8
N,12863,1300000000000293.000000,0,200,1425456020702811008,S,40000,5
T,12863,1300000000000292.000000,1300000000000293.000000,201,1425456020702811008,0,40000,5
N,12863,1300000000000294.000000,0,202,1425456020803745541,B,40000,3
N,12863,1300000000000295.000000,0,203,1425456020904345077,S,40000,7
T,12863,1300000000000292.000000,1300000000000295.000000,204,1425456020904345077,0,40000,3
T,12863,1300000000000294.000000,1300000000000295.000000,205,1425456020904345077,0,40000,3
N,12863,1300000000000296.000000,0,206,1425456021005395275,S,40000,7
N,12863,1300000000000297.000000,0,207,1425456021106282047,B,40000,1
T,12863,1300000000000297.000000,1300000000000295.000000,208,1425456021106282047,0,40000,1
N,12863,1300000000000298.000000,0,209,1425456021207149809,B,40000,7
T,12863,1300000000000298.000000,1300000000000296.000000,210,1425456021207149809,0,40000,7
N,12863,1300000000000299.000000,0,211,1425456021307995222,B,40000,10
M,12863,1300000000000299.000000,0,212,1425456021408573722,B,40000,5
X,12863,1300000000000299.000000,0,213,1425456021509312114,B,40000,5
N,12863,1300000000000473.000000,0,214,1425456921700901585,B,40000,8
N,12863,1300000000000474.000000,0,215,1425456921801533031,S,40000,5
T,12863,1300000000000473.000000,1300000000000474.000000,216,1425456921801533031,0,40000,5
N,12863,1300000000000475.000000,0,217,1425456921902516419,B,40000,3
N,12863,1300000000000476.000000,0,218,1425456922003253972,S,40000,7
T,12863,1300000000000473.000000,1300000000000476.000000,219,1425456922003253972,0,40000,3
T,12863,1300000000000475.000000,1300000000000476.000000,220,1425456922003253972,0,40000,3
N,12863,1300000000000477.000000,0,221,1425456922104657871,S,40000,7
N,12863,1300000000000478.000000,0,222,1425456922205341891,B,40000,1
T,12863,1300000000000478.000000,1300000000000476.000000,223,1425456922205341891,0,40000,1
N,12863,1300000000000479.000000,0,224,1425456922306053009,B,40000,7
T,12863,1300000000000479.000000,1300000000000477.000000,225,1425456922306053009,0,40000,7
N,12863,1300000000000480.000000,0,226,1425456922406835224,B,40000,10
M,12863,1300000000000480.000000,0,227,1425456922507429143,B,40000,5
X,12863,1300000000000480.000000,0,228,1425456922607993768,B,40000,5
N,12863,1300000000000633.000000,0,229,1425457822746613420,B,40000,8
N,12863,1300000000000634.000000,0,230,1425457822847352157,S,40000,5
T,12863,1300000000000633.000000,1300000000000634.000000,231,1425457822847352157,0,40000,5
N,12863,1300000000000635.000000,0,232,1425457822948195178,B,40000,3
N,12863,1300000000000636.000000,0,233,1425457823048721050,S,40000,7
T,12863,1300000000000633.000000,1300000000000636.000000,234,1425457823048721050,0,40000,3
T,12863,1300000000000635.000000,1300000000000636.000000,235,1425457823048721050,0,40000,3
N,12863,1300000000000637.000000,0,236,1425457823149723878,S,40000,7
N,12863,1300000000000638.000000,0,237,1425457823250229412,B,40000,1
T,12863,1300000000000638.000000,1300000000000636.000000,238,1425457823250229412,0,40000,1
N,12863,1300000000000640.000000,0,239,1425457823350989880,B,40000,7
T,12863,1300000000000640.000000,1300000000000637.000000,240,1425457823350989880,0,40000,7
N,12863,1300000000000641.000000,0,241,1425457823451794741,B,40000,10
M,12863,1300000000000641.000000,0,242,1425457823552518581,B,40000,5
X,12863,1300000000000641.000000,0,243,1425457823653246875,B,40000,5
X,12863,1300000000000070.000000,0,244,1425457921334079301,S,40100,2
T,27,0.000000,0.000000,245,1425460058290444505,0,88,1
T,27,0.000000,0.000000,246,1425460058290447596,0,88,1
T,27,0.000000,0.000000,247,1425460058290450014,0,88,40
T,27,0.000000,0.000000,248,1425460058290452044,0,88,5
T,27,0.000000,0.000000,249,1425460058290453796,0,88,1
T,27,0.000000,0.000000,250,1425460058290459657,0,88,2
T,27,0.000000,0.000000,251,1425460058290471134,0,88,150
T,27,0.000000,0.000000,252,1425460058290479794,0,88,10
T,27,0.000000,0.000000,253,1425460058290488608,0,88,20818
T,27,0.000000,0.000000,254,1425460058290498186,0,88,8001
T,27,0.000000,0.000000,255,1425460058290540047,0,88,2
T,27,0.000000,0.000000,256,1425460058290546195,0,88,200
T,27,0.000000,0.000000,257,1425460058290551062,0,88,20
T,27,0.000000,0.000000,258,1425460058290556623,0,88,1797
T,27,0.000000,0.000000,259,1425460058290558090,0,88,50
T,46,0.000000,0.000000,260,1425460058290690632,0,41,250
T,46,0.000000,0.000000,261,1425460058290693674,0,41,4
T,46,0.000000,0.000000,262,1425460058290695920,0,41,1
T,46,0.000000,0.000000,263,1425460058290699614,0,41,2
T,46,0.000000,0.000000,264,1425460058290702246,0,41,25
T,46,0.000000,0.000000,265,1425460058290705121,0,41,171
T,46,0.000000,0.000000,266,1425460058290716045,0,41,829
T,46,0.000000,0.000000,267,1425460058290719099,0,41,1000
T,46,0.000000,0.000000,268,1425460058290721723,0,41,10
T,46,0.000000,0.000000,269,1425460058290724439,0,41,500
T,46,0.000000,0.000000,270,1425460058290763980,0,41,1000
T,46,0.000000,0.000000,271,1425460058290766128,0,41,200
T,46,0.000000,0.000000,272,1425460058290768514,0,41,40000
T,46,0.000000,0.000000,273,1425460058290770548,0,41,10161
T,46,0.000000,0.000000,274,1425460058290776047,0,41,12
T,46,0.000000,0.000000,275,1425460058290781390,0,41,50
T,104,0.000000,0.000000,276,1425460058291078577,0,18711,5
T,104,0.000000,0.000000,277,1425460058291087704,0,18711,3
T,104,0.000000,0.000000,278,1425460058291098456,0,18711,42
T,104,0.000000,0.000000,279,1425460058291101178,0,18711,3
T,104,0.000000,0.000000,280,1425460058291104891,0,18711,61
T,104,0.000000,0.000000,281,1425460058291116803,0,18711,39
T,104,0.000000,0.000000,282,1425460058291119557,0,18711,2
T,104,0.000000,0.000000,283,1425460058291122170,0,18711,30
T,104,0.000000,0.000000,284,1425460058291124651,0,18711,1
T,104,0.000000,0.000000,285,1425460058291127215,0,18711,1
T,104,0.000000,0.000000,286,1425460058291177810,0,18711,54
T,104,0.000000,0.000000,287,1425460058291180006,0,18711,5
T,104,0.000000,0.000000,288,1425460058291182147,0,18711,1
T,104,0.000000,0.000000,289,1425460058291184885,0,18711,1
T,104,0.000000,0.000000,290,1425460058291187077,0,18711,50
T,104,0.000000,0.000000,291,1425460058291189330,0,18711,2
T,104,0.000000,0.000000,292,1425460058291191667,0,18711,50
T,104,0.000000,0.000000,293,1425460058291193829,0,18711,250
T,104,0.000000,0.000000,294,1425460058291196169,0,18711,1
T,104,0.000000,0.000000,295,1425460058291198447,0,18711,350
T,104,0.000000,0.000000,296,1425460058291227415,0,18711,2
T,104,0.000000,0.000000,297,1425460058291230105,0,18711,161
T,104,0.000000,0.000000,298,1425460058291235658,0,18711,51
T,104,0.000000,0.000000,299,1425460058291241406,0,18711,11
T,128,0.000000,0.000000,300,1425460058291631527,0,98495,5
T,128,0.000000,0.000000,301,1425460058291637096,0,98495,1
T,128,0.000000,0.000000,302,1425460058291642606,0,98495,1
T,128,0.000000,0.000000,303,1425460058291647274,0,98495,1
T,128,0.000000,0.000000,304,1425460058291660147,0,98495,9
T,128,0.000000,0.000000,305,1425460058291663032,0,98495,11
T,128,0.000000,0.000000,306,1425460058291676195,0,98495,3
T,128,0.000000,0.000000,307,1425460058291678640,0,98495,10
T,128,0.000000,0.000000,308,1425460058291680770,0,98495,1
T,128,0.000000,0.000000,309,1425460058291682666,0,98495,1
T,128,0.000000,0.000000,310,1425460058291752717,0,98495,5
T,128,0.000000,0.000000,311,1425460058291754265,0,98495,2
T,128,0.000000,0.000000,312,1425460058291755760,0,98495,5
T,128,0.000000,0.000000,313,1425460058291757298,0,98495,1
T,128,0.000000,0.000000,314,1425460058291758673,0,98495,2
T,128,0.000000,0.000000,315,1425460058291760162,0,98495,1
T,128,0.000000,0.000000,316,1425460058291762449,0,98495,89
T,128,0.000000,0.000000,317,1425460058291770175,0,98495,11
T,128,0.000000,0.000000,318,1425460058291771673,0,98495,10
T,184,0.000000,0.000000,319,1425460058291906611,0,385200,1
T,184,0.000000,0.000000,320,1425460058291916085,0,385200,1
T,184,0.000000,0.000000,321,1425460058291924985,0,385200,1
T,184,0.000000,0.000000,322,1425460058291933661,0,385200,1
T,184,0.000000,0.000000,323,1425460058291941541,0,385200,1
T,184,0.000000,0.000000,324,1425460058291944604,0,385200,2
T,184,0.000000,0.000000,325,1425460058291947449,0,385200,2
T,201,0.000000,0.000000,329,1425460058292039551,0,23340,1
T,184,0.000000,0.000000,326,1425460058291950216,0,385200,1
T,184,0.000000,0.000000,327,1425460058291952531,0,385200,1
T,184,0.000000,0.000000,328,1425460058291960904,0,385200,5
T,201,0.000000,0.000000,330,1425460058292048682,0,23340,24
T,201,0.000000,0.000000,331,1425460058292051092,0,23340,1
T,312,0.000000,0.000000,332,1425460058292420943,0,246215,2
T,312,0.000000,0.000000,333,1425460058292432061,0,246215,1
T,312,0.000000,0.000000,334,1425460058292444750,0,246215,1
T,312,0.000000,0.000000,335,1425460058292460853,0,246215,4
T,312,0.000000,0.000000,336,1425460058292475745,0,246215,1
T,312,0.000000,0.000000,337,1425460058292478829,0,246215,1
T,312,0.000000,0.000000,338,1425460058292493907,0,246215,1
T,312,0.000000,0.000000,339,1425460058292496677,0,246215,4
T,312,0.000000,0.000000,340,1425460058292500599,0,246215,1
T,312,0.000000,0.000000,341,1425460058292503259,0,246215,8
T,312,0.000000,0.000000,342,1425460058292576912,0,246215,10
T,312,0.000000,0.000000,343,1425460058292579516,0,246215,2
T,312,0.000000,0.000000,344,1425460058292582168,0,246215,2
T,312,0.000000,0.000000,345,1425460058292584357,0,246215,1
T,312,0.000000,0.000000,346,1425460058292586786,0,246215,1
T,312,0.000000,0.000000,347,1425460058292588831,0,246215,3
T,312,0.000000,0.000000,348,1425460058292592531,0,246215,3
T,312,0.000000,0.000000,349,1425460058292595963,0,246215,1
T,312,0.000000,0.000000,350,1425460058292598288,0,246215,1
T,312,0.000000,0.000000,351,1425460058292600570,0,246215,29
T,312,0.000000,0.000000,352,1425460058292628107,0,246215,1
T,312,0.000000,0.000000,353,1425460058292634299,0,246215,1
T,312,0.000000,0.000000,354,1425460058292642340,0,246215,19
T,312,0.000000,0.000000,355,1425460058292644664,0,246215,15
T,312,0.000000,0.000000,356,1425460058292652939,0,246215,2
T,312,0.000000,0.000000,357,1425460058292661339,0,246215,1
T,312,0.000000,0.000000,358,1425460058292670725,0,246215,4
T,312,0.000000,0.000000,359,1425460058292679513,0,246215,2
T,312,0.000000,0.000000,360,1425460058292688464,0,246215,2
T,312,0.000000,0.000000,361,1425460058292697168,0,246215,24
T,312,0.000000,0.000000,362,1425460058292720344,0,246215,1
T,312,0.000000,0.000000,363,1425460058292727002,0,246215,1
T,312,0.000000,0.000000,364,1425460058292729210,0,246215,1
T,312,0.000000,0.000000,365,1425460058292731560,0,246215,4
T,312,0.000000,0.000000,366,1425460058292733912,0,246215,5
T,312,0.000000,0.000000,367,1425460058292735960,0,246215,6
T,312,0.000000,0.000000,368,1425460058292738222,0,246215,2
T,312,0.000000,0.000000,369,1425460058292740325,0,246215,6
T,312,0.000000,0.000000,370,1425460058292748642,0,246215,1
T,312,0.000000,0.000000,371,1425460058292756703,0,246215,11
T,312,0.000000,0.000000,372,1425460058292777353,0,246215,10
T,330,0.000000,0.000000,376,1425460058292940390,0,26605,10
T,312,0.000000,0.000000,373,1425460058292782526,0,246215,4
T,312,0.000000,0.000000,374,1425460058292787834,0,246215,12
T,312,0.000000,0.000000,375,1425460058292793266,0,246215,105
T,330,0.000000,0.000000,377,1425460058292943349,0,26605,5
T,330,0.000000,0.000000,378,1425460058292945834,0,26605,2
T,330,0.000000,0.000000,379,1425460058292948669,0,26605,8
T,330,0.000000,0.000000,380,1425460058292950973,0,26605,25
T,330,0.000000,0.000000,381,1425460058292960884,0,26605,1
T,330,0.000000,0.000000,382,1425460058292970634,0,26605,9
T,330,0.000000,0.000000,383,1425460058292972377,0,26605,2
T,330,0.000000,0.000000,384,1425460058292974469,0,26605,5
T,330,0.000000,0.000000,385,1425460058292983159,0,26605,35
T,330,0.000000,0.000000,386,1425460058293017524,0,26605,1
T,330,0.000000,0.000000,387,1425460058293019537,0,26605,1
T,330,0.000000,0.000000,388,1425460058293024864,0,26605,4
T,359,0.000000,0.000000,391,1425460058293086907,0,4849,2
T,381,0.000000,0.000000,392,1425460058293129029,0,12790,15
T,330,0.000000,0.000000,389,1425460058293029947,0,26605,6
T,330,0.000000,0.000000,390,1425460058293031927,0,26605,4
T,527,0.000000,0.000000,393,1425460058293348182,0,94195,1
T,527,0.000000,0.000000,394,1425460058293360555,0,94195,9
T,527,0.000000,0.000000,395,1425460058293362794,0,94195,1
T,527,0.000000,0.000000,396,1425460058293373406,0,94195,10
T,527,0.000000,0.000000,397,1425460058293383765,0,94195,2
T,527,0.000000,0.000000,398,1425460058293395056,0,94195,10
T,527,0.000000,0.000000,399,1425460058293406214,0,94195,27
T,527,0.000000,0.000000,400,1425460058293417691,0,94195,15
T,527,0.000000,0.000000,401,1425460058293428713,0,94195,10
T,527,0.000000,0.000000,402,1425460058293440444,0,94195,33
T,527,0.000000,0.000000,403,1425460058293492443,0,94195,1
T,527,0.000000,0.000000,404,1425460058293497554,0,94195,5
T,527,0.000000,0.000000,405,1425460058293502656,0,94195,26
T,527,0.000000,0.000000,406,1425460058293508067,0,94195,25
T,553,0.000000,0.000000,407,1425460058294271288,0,21499,50
T,553,0.000000,0.000000,408,1425460058294288806,0,21499,3
